time,AZUL4,GOLL4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2022-12-09 15:30:00,10.4,7.34,-0.5594624143368776,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 15:35:00,10.4,7.33,-0.5445312666334221,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 15:40:00,10.39,7.33,-0.5545312666334219,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 15:45:00,10.35,7.31,-0.56466897122651,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 15:50:00,10.37,7.35,-0.6043935620403342,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 15:55:00,10.36,7.34,-0.5994624143368785,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:00:00,10.35,7.32,-0.5796001189299673,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:05:00,10.37,7.34,-0.5894624143368787,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:10:00,10.37,7.33,-0.5745312666334232,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:15:00,10.36,7.34,-0.5994624143368785,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:20:00,10.39,7.37,-0.6142558574472474,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:25:00,10.37,7.36,-0.6193247097437915,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:30:00,10.36,7.36,-0.6293247097437913,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:35:00,10.39,7.36,-0.5993247097437902,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:40:00,10.39,7.35,-0.5843935620403329,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:45:00,10.39,7.35,-0.5843935620403329,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:50:00,10.37,7.34,-0.5894624143368787,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 16:55:00,10.38,7.34,-0.5794624143368772,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 17:00:00,10.34,7.32,-0.5896001189299671,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
2022-12-09 17:05:00,10.32,7.31,-0.5946689712265094,,1.691287801240266,-1.84365400771159,False,False,,False,False,,,1.4931147703456238
