time,VALE3,BRAP4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2023-02-15 15:25:00,87.15,29.04,0.4069188729793467,2.311541342198662,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:30:00,87.11,29.07,0.2773082519803438,2.140706408352872,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:35:00,87.03,29.04,0.28691887297934215,2.1407768113479135,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:40:00,87.19,29.06,0.3871784589800171,2.2515661733163106,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:45:00,87.15,29.05,0.3770486659796717,2.2265028070081367,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:50:00,87.14,29.04,0.3969188729793416,2.2387505917968196,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:55:00,87.01,29.02,0.32665928697866775,2.1421159129953318,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:00:00,87.09,29.03,0.37678907997900524,2.1913601464973205,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:05:00,87.13,29.04,0.38691887297933647,2.1905181084795213,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:10:00,87.14,29.08,0.27743804498069835,2.0472099547424016,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:15:00,87.12,29.06,0.31717845898002395,2.0834216325362247,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:20:00,87.15,29.04,0.4069188729793467,2.1782310882954308,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:25:00,87.21,29.04,0.46691887297933476,2.2364973283018634,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:30:00,87.2,29.0,0.5763997009779871,2.352408549060465,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:35:00,87.23,28.99,0.6362699079776633,2.4075143273635247,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 16:40:00,87.19,29.04,0.44691887297933874,2.170964007456269,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
